ID,CorrectedLongitude,CorrectedLatitude
7400,11.5951305213,48.147227296
7401,11.595195366,48.147303422
7402,11.5951305213,48.147227296
7403,11.5951305213,48.147227296
7404,11.5951305213,48.147227296
7405,11.5948749034,48.146919693
7406,11.5947502495,48.1467632915
7407,11.5953899,48.1475318
7408,11.5953899,48.1475318
7409,11.5950656767,48.14715117
7410,11.5948125764,48.1468414922
7411,11.5955977306,48.1464732503
7412,11.5958936271,48.1464113616
7413,11.5955738971,48.1451842857
7414,11.5952478231,48.1438227889
7415,11.5948019897,48.1423946923
7416,11.5941721195,48.1409694816
7417,11.593335731,48.1397268233
7418,11.5921087228,48.1387184731
7419,11.5906319552,48.1377127545
7420,11.590321005,48.1376166292
7421,11.590122172,48.1373964161
7422,11.5898671464,48.1372608048
7423,11.5888787613,48.1362355899
7424,11.5881546886,48.1352789321
7425,11.5871725251,48.1341969726
7426,11.5859804356,48.1332414698
7427,11.5850178071,48.1324354843
7428,11.5850178071,48.1324354843
7429,11.5850436121,48.1324125601
7430,11.5850436121,48.1324125601
7431,11.5850112,48.1324298
7432,11.5850112,48.1324298
7433,11.5850112,48.1324298
7434,11.5844815616,48.1318771337
7435,11.5827484523,48.1309921488
7436,11.5811727363,48.1302843748
7437,11.5796603848,48.1295079775
7438,11.579564509,48.1293201228
7439,11.5782983647,48.1287229595
7440,11.5765237689,48.1281204122
7441,11.5761676966,48.1277102734
7442,11.5760767119,48.1276701753
7443,11.5742783039,48.1266995725
7444,11.5729669499,48.1267413559
7445,11.5726031236,48.1266531916
7446,11.5714994112,48.1275680295
7447,11.5711715489,48.1286810456
7448,11.5724929109,48.129495606
7449,11.5729677042,48.129794675
7450,11.5730317,48.1300889
7451,11.5731874566,48.1302211146
7452,11.5741997852,48.1306306316
7453,11.5741997852,48.1306306316
7454,11.5743692255,48.1307368858
7455,11.5745386659,48.1308431401
7456,11.5740303448,48.1305243774
7457,11.5740303448,48.1305243774
7458,11.5740303448,48.1305243774
7459,11.5740303448,48.1305243774
7460,11.5740303448,48.1305243774
7461,11.5739456246,48.1304712502
7462,11.5739456246,48.1304712502
7463,11.5739456246,48.1304712502
7464,11.5736914641,48.1303118689
7465,11.5736914641,48.1303118689
7466,11.5735220237,48.1302056146
7467,11.5734366813,48.1301535429
7468,11.572713917,48.1296346999
7469,11.572322681,48.1293906214
7470,11.5717842813,48.1290269542
7471,11.570660739,48.1283662892
7472,11.5701443,48.1273499
7473,11.5699435948,48.1263783703
7474,11.5699029896,48.1263030823
7475,11.5698066202,48.1262763813
7476,11.5698066202,48.1262763813
7477,11.5698066202,48.1262763813
7478,11.5698066202,48.1262763813
7479,11.5698066202,48.1262763813
7480,11.5698066202,48.1262763813
7481,11.5697132392,48.126240711
7482,11.5697132392,48.126240711
7483,11.5691054,48.12583
7484,11.5680631852,48.1250536388
7485,11.5669805443,48.125969976
7486,11.567842989,48.1262639255
7487,11.567842989,48.1262639255
7488,11.5677469125,48.1262361893
7489,11.566854886,48.126225298
7490,11.5670035135,48.1268871614
7491,11.5677269461,48.1281167186
7492,11.5679896449,48.1294410318
7493,11.5672999293,48.1304220399
7494,11.5661806368,48.1307421158
7495,11.5652817811,48.1294675732
7496,11.5643362026,48.1281768965
7497,11.5642862373,48.1280234994
7498,11.5634507694,48.1270461321
7499,11.5625014224,48.1259313518
7500,11.562380778,48.1257718371
7501,11.5613724,48.1245244
7502,11.560107025,48.1232536476
7503,11.5589564052,48.1228383843
7504,11.5572851057,48.1237420463
7505,11.5562283258,48.1243053297
7506,11.554865021,48.1234145502
7507,11.554721217,48.12327088
7508,11.554721217,48.12327088
7509,11.5547307256,48.12311835
7510,11.554721217,48.12327088
7511,11.554721217,48.12327088
7512,11.5547307256,48.12311835
7513,11.5549536071,48.1233681563
7514,11.5550288493,48.1235265407
7515,11.5550288493,48.1235265407
7516,11.5550288493,48.1235265407
7517,11.5550288493,48.1235265407
7518,11.5550288493,48.1235265407
7519,11.5550288493,48.1235265407
7520,11.5549519466,48.123462619
7521,11.5550455,48.1234914
7522,11.5549536071,48.1233681563
7523,11.5549969364,48.1236416086
7524,11.5550288493,48.1235265407
7525,11.5547981324,48.1233347864
7526,11.5547307256,48.12311835
7527,11.5547307256,48.12311835
7528,11.554721217,48.12327088
7529,11.5550421081,48.1233215993
7530,11.5547981324,48.1233347864
7531,11.5547981324,48.1233347864
7532,11.5547981324,48.1233347864
7533,11.5547981324,48.1233347864
7534,11.5549536071,48.1233681563
7535,11.554721217,48.12327088
7536,11.554721217,48.12327088
7537,11.554721217,48.12327088
7538,11.554721217,48.12327088
7539,11.5547981324,48.1233347864
7540,11.5549536071,48.1233681563
7541,11.5549536071,48.1233681563
7542,11.5547981324,48.1233347864
7543,11.5547981324,48.1233347864
7544,11.5547981324,48.1233347864
7545,11.5547981324,48.1233347864
7546,11.5550421081,48.1233215993
7547,11.5550421081,48.1233215993
7548,11.5550421081,48.1233215993
7549,11.5550421081,48.1233215993
7550,11.5547981324,48.1233347864
7551,11.554721217,48.12327088
7552,11.5547981324,48.1233347864
7553,11.5547981324,48.1233347864
7554,11.5547981324,48.1233347864
7555,11.5549536071,48.1233681563
7556,11.5549536071,48.1233681563
7557,11.5547981324,48.1233347864
7558,11.5547981324,48.1233347864
7559,11.5547981324,48.1233347864
7560,11.5547981324,48.1233347864
7561,11.5547692926,48.1235290275
7562,11.5547692926,48.1235290275
7563,11.5547692926,48.1235290275
7564,11.5546926295,48.1234648186
7565,11.5546926295,48.1234648186
7566,11.5546926295,48.1234648186
7567,11.5555291336,48.1241789461
7568,11.5566915,48.1244155
7569,11.5565835059,48.1243242801
7570,11.5565835059,48.1243242801
7571,11.5565835059,48.1243242801
7572,11.5565333,48.1243557
7573,11.5565333,48.1243557
7574,11.5566790016,48.1243479658
7575,11.556578592,48.1241173259
7576,11.556578592,48.1241173259
7577,11.556578592,48.1241173259
7578,11.5566670153,48.1240706212
7579,11.5566790016,48.1243479658
7580,11.556578592,48.1241173259
7581,11.5566790016,48.1243479658
7582,11.5565835059,48.1243242801
7583,11.5565835059,48.1243242801
7584,11.5565333,48.1243557
7585,11.5565333,48.1243557
7586,11.5560761018,48.1245170149
7587,11.5581871281,48.1260969742
7588,11.5575047912,48.1269615231
7589,11.5562086171,48.1280087131
7590,11.5562086171,48.1280087131
7591,11.5561466347,48.1281898006
7592,11.555750008,48.1290274695
7593,11.5557702031,48.1294269594
7594,11.5556737576,48.1308842551
7595,11.556093383,48.1322289113
7596,11.5556905455,48.1335770249
7597,11.5558049672,48.1344556291
7598,11.5558231497,48.1354963534
7599,11.5563096984,48.1367110364
7600,11.5558989391,48.1373837401
7601,11.5562799259,48.1374895198
7602,11.5562799259,48.1374895198
7603,11.5559485015,48.1387816335
7604,11.5558494275,48.1392153563
7605,11.5556097242,48.1392478926
7606,11.555550475,48.1391948186
7607,11.5556097242,48.1392478926
7608,11.5556097242,48.1392478926
7609,11.5556097242,48.1392478926
7610,11.5555098123,48.1392436956
7611,11.5555098123,48.1392436956
7612,11.5555098123,48.1392436956
7613,11.5555098123,48.1392436956
7614,11.5548105023,48.1392143933
7615,11.5546105917,48.1392084157
7616,11.5546105917,48.1392084157
7617,11.5557095231,48.1392542302
7618,11.556146194,48.1387239473
7619,11.5553241056,48.1385088288
7620,11.5549319855,48.1389756701
7621,11.554857196,48.1391412024
7622,11.5549104577,48.139217382
7623,11.5549104577,48.139217382
7624,11.5549104577,48.139217382
7625,11.5549104577,48.139217382
7626,11.5549104577,48.139217382
7627,11.5549104577,48.139217382
7628,11.5549104577,48.139217382
7629,11.555010413,48.1392203708
7630,11.555010413,48.1392203708
7631,11.555010413,48.1392203708
7632,11.555057095,48.1391475566
7633,11.555057095,48.1391475566
7634,11.555057095,48.1391475566
7635,11.5549571455,48.1391443795
7636,11.5550124269,48.1390766899
7637,11.5550355,48.1391955
7638,11.5550355,48.1391955
7639,11.5550355,48.1391955
7640,11.5550962,48.1392264
7641,11.555010413,48.1392203708
7642,11.555010413,48.1392203708
7643,11.555010413,48.1392203708
7644,11.555010413,48.1392203708
7645,11.5549124644,48.139073952
7646,11.554857196,48.1391412024
7647,11.5550124269,48.1390766899
7648,11.5559462,48.1387255
7649,11.5559446614,48.1386817077
7650,11.5560921181,48.1386069124
7651,11.5560303,48.1389638
7652,11.5560303,48.1389638
7653,11.5557058906,48.1396446622
7654,11.5556775381,48.1397965185
7655,11.5565012,48.1425766
7656,11.5566146017,48.1432022913
7657,11.5566598318,48.1432914778
7658,11.5565241415,48.1430239182
7659,11.5556986579,48.1422208175
7660,11.5555029737,48.1422621345
7661,11.5543675403,48.1427580512
7662,11.5544343924,48.1430549601
7663,11.5544198066,48.1434121581
7664,11.5539447688,48.1434375995
7665,11.5538918874,48.1436170417
7666,11.5544673672,48.1435001239
7667,11.5545149279,48.1435880897
7668,11.5544198066,48.1434121581
7669,11.5543246853,48.1432362265
7670,11.5543246853,48.1432362265
7671,11.5543246853,48.1432362265
7672,11.5543246853,48.1432362265
7673,11.5562043724,48.1417975467
7674,11.5561694251,48.1421327084
7675,11.5570227896,48.1433441369
7676,11.5604246,48.1439468
7677,11.5631203147,48.1416098452
7678,11.5653753209,48.140819799
7679,11.5675112096,48.1404189605
7680,11.5678986653,48.1405279177
7681,11.5687906,48.1407699
7682,11.5706050841,48.1407631293
7683,11.5721069353,48.1414438114
7684,11.5731716084,48.1411672772
7685,11.5732683932,48.1411421234
7686,11.5732683932,48.1411421234
7687,11.5732683932,48.1411421234
7688,11.5732683932,48.1411421234
7689,11.5732683932,48.1411421234
7690,11.5735188615,48.1417981788
7691,11.5735188615,48.1417981788
7692,11.5732683932,48.1411421234
7693,11.5732683932,48.1411421234
7694,11.5732683932,48.1411421234
7695,11.5732683932,48.1411421234
7696,11.5732683932,48.1411421234
7697,11.5732683932,48.1411421234
7698,11.5732683932,48.1411421234
7699,11.5732683932,48.1411421234
7700,11.5746433918,48.1409708818
7701,11.5753267493,48.1421700538
7702,11.575630967,48.1430996216
7703,11.5771535366,48.1427581426
7704,11.5773239249,48.1426476962
7705,11.5776643926,48.1423632571
7706,11.5775076156,48.1418765338
7707,11.5775076156,48.1418765338
7708,11.5774560592,48.1412506338
7709,11.5773796347,48.1402726184
7710,11.57862345,48.1389277202
7711,11.5788424084,48.1381402944
7712,11.5780312531,48.1361555306
7713,11.5800796967,48.1357342347
7714,11.5815221941,48.1349602133
7715,11.5814844,48.1349092
7716,11.5818151,48.1350859
7717,11.5818151,48.1350859
7718,11.582508086,48.1340770724
7719,11.5829851344,48.1335493923
7720,11.5832775816,48.1330460826
7721,11.5835346151,48.1331223366
7722,11.5835346151,48.1331223366
7723,11.5835346151,48.1331223366
7724,11.5835346151,48.1331223366
7725,11.5835346151,48.1331223366
7726,11.5835346151,48.1331223366
7727,11.5835346151,48.1331223366
7728,11.5835346151,48.1331223366
7729,11.5835346151,48.1331223366
7730,11.5835346151,48.1331223366
7731,11.5835346151,48.1331223366
7732,11.5843770701,48.1323894726
7733,11.5846920733,48.1321641338
7734,11.5842626,48.1318408
7735,11.583286349,48.1313373837
7736,11.5825483841,48.1310287586
7737,11.5809681662,48.130298447
7738,11.579635534,48.1296099111
7739,11.5773566997,48.128425357
7740,11.5765523819,48.1280215395
7741,11.5764628488,48.1279769995
7742,11.5753253475,48.127502786
7743,11.5753253475,48.127502786
7744,11.5739656527,48.126612196
7745,11.5725496882,48.1258671983
7746,11.5710316114,48.1250852531
7747,11.5695119554,48.1242635117
7748,11.5680948224,48.1235207256
7749,11.5676753868,48.123301507
7750,11.5666702582,48.1227493001
7751,11.5651639884,48.1219621577
7752,11.5640412466,48.1213200599
7753,11.5626131563,48.1210837897
7754,11.562415,48.1210993
7755,11.5614918553,48.1211393456
7756,11.5597631421,48.1212362483
7757,11.557871726,48.1214081416
7758,11.558632647,48.1221907041
7759,11.5593917,48.1225971
7760,11.5593657439,48.1225785256
7761,11.5584310156,48.1231281528
7762,11.5567554385,48.1240239166
7763,11.555588061,48.1241250885
7764,11.554865021,48.1234145502
7765,11.5547307256,48.12311835
7766,11.5547307256,48.12311835
7767,11.5547307256,48.12311835
7768,11.5549536071,48.1233681563
7769,11.5549536071,48.1233681563
7770,11.5547981324,48.1233347864
7771,11.5547981324,48.1233347864
7772,11.5548750478,48.1233986927
7773,11.5547981324,48.1233347864
7774,11.5547650683,48.1234512515
7775,11.5547761,48.1234603
7776,11.5547692926,48.1235290275
7777,11.5547692926,48.1235290275
7778,11.5547692926,48.1235290275
7779,11.5546926295,48.1234648186
7780,11.5546926295,48.1234648186
7781,11.5546926295,48.1234648186
7782,11.5546926295,48.1234648186
7783,11.5546926295,48.1234648186
7784,11.5546926295,48.1234648186
7785,11.5546926295,48.1234648186
7786,11.5546926295,48.1234648186
7787,11.554616085,48.1234004686
7788,11.5546877504,48.1233878327
7789,11.554616085,48.1234004686
7790,11.5547761,48.1234603
7791,11.5547761,48.1234603
7792,11.5554333727,48.1239983149
7793,11.5560662182,48.1245191738
7794,11.5574006386,48.1256489647
7795,11.5575679,48.1257902
7796,11.5580970471,48.1262136437
7797,11.5580014309,48.1264996816
7798,11.5568398916,48.1275903609
7799,11.5559797396,48.1281492149
7800,11.5557161682,48.1283959486
7801,11.5556721307,48.1286093357
7802,11.5557885,48.1297889
7803,11.5557885,48.1297889
7804,11.5557806,48.1310289
7805,11.5562107,48.1321592978
7806,11.5583622435,48.1325956471
7807,11.5583622435,48.1325956471
7808,11.5592831259,48.1327865393
7809,11.5606666609,48.1334536271
7810,11.5613105702,48.1341159557
7811,11.5631266864,48.1342155334
7812,11.5639673773,48.1341746934
7813,11.5641611916,48.1341884678
7814,11.5641611916,48.1341884678
7815,11.5645519452,48.134039844
7816,11.5646434254,48.13403066
7817,11.564689963,48.1341191713
7818,11.564689963,48.1341191713
7819,11.564689963,48.1341191713
7820,11.5647414273,48.1340836476
7821,11.5647414273,48.1340836476
7822,11.564689963,48.1341191713
7823,11.564689963,48.1341191713
7824,11.564689963,48.1341191713
7825,11.564689963,48.1341191713
7826,11.564689963,48.1341191713
7827,11.564689963,48.1341191713
7828,11.564689963,48.1341191713
7829,11.5645519452,48.134039844
7830,11.5637685463,48.1341961606
7831,11.5635222594,48.134300241
7832,11.5623266915,48.1342184082
7833,11.5602506769,48.1343012004
7834,11.5579734549,48.1345983836
7835,11.5558262079,48.1349965087
7836,11.5536915684,48.1351679725
7837,11.5519944917,48.1353599426
7838,11.5497805119,48.1373488907
7839,11.5495813201,48.1379282849
7840,11.5495861426,48.1380281686
7841,11.5495861426,48.1380281686
7842,11.5495813201,48.1379282849
7843,11.5495813201,48.1379282849
7844,11.5495861426,48.1380281686
7845,11.5495861426,48.1380281686
7846,11.5495813201,48.1379282849
7847,11.5495813201,48.1379282849
7848,11.549826855,48.1380500182
7849,11.5496806116,48.1379993913
7850,11.5496806116,48.1379993913
7851,11.5496806116,48.1379993913
7852,11.5495813201,48.1379282849
7853,11.5495813201,48.1379282849
7854,11.5495861426,48.1380281686
7855,11.5495861426,48.1380281686
7856,11.5495861426,48.1380281686
7857,11.5495813201,48.1379282849
7858,11.5495813201,48.1379282849
7859,11.5495813201,48.1379282849
7860,11.5495813201,48.1379282849
7861,11.5495813201,48.1379282849
7862,11.5495813201,48.1379282849
7863,11.5495813201,48.1379282849
7864,11.5495813201,48.1379282849
7865,11.5488804411,48.1379682834
7866,11.5488804411,48.1379682834
7867,11.5495813201,48.1379282849
7868,11.5495813201,48.1379282849
7869,11.5495813201,48.1379282849
7870,11.5489208229,48.1380597673
7871,11.5489208229,48.1380597673
7872,11.5489208229,48.1380597673
7873,11.5488804411,48.1379682834
7874,11.5488804411,48.1379682834
7875,11.5488804411,48.1379682834
7876,11.54729,48.1370594
7877,11.5473338996,48.1371492489
7878,11.5473338996,48.1371492489
7879,11.5474006136,48.137446921
7880,11.5488804411,48.1379682834
7881,11.5495861426,48.1380281686
7882,11.5495861426,48.1380281686
7883,11.5495861426,48.1380281686
7884,11.5495813201,48.1379282849
7885,11.5495764976,48.1378284013
7886,11.5495764976,48.1378284013
7887,11.5495813201,48.1379282849
7888,11.5495764976,48.1378284013
7889,11.5495764976,48.1378284013
7890,11.5495764976,48.1378284013
7891,11.5495764976,48.1378284013
7892,11.5495716751,48.1377285176
7893,11.5495716751,48.1377285176
7894,11.5495764976,48.1378284013
7895,11.5495813201,48.1379282849
7896,11.5495813201,48.1379282849
7897,11.5495861426,48.1380281686
7898,11.5495861426,48.1380281686
7899,11.5495861426,48.1380281686
7900,11.5489208229,48.1380597673
7901,11.549826855,48.1380500182
7902,11.5499140384,48.1381198154
7903,11.5499140384,48.1381198154
7904,11.5499140384,48.1381198154
7905,11.5498334011,48.1382499111
7906,11.5499197612,48.1383197335
7907,11.5499197612,48.1383197335
7908,11.5499197612,48.1383197335
7909,11.5499197612,48.1383197335
7910,11.5495580747,48.137529067
7911,11.5495411,48.1374119
7912,11.549809208,48.1376505277
7913,11.5497702039,48.1371029905
7914,11.5508484836,48.1359579954
7915,11.5525806496,48.1347501971
7916,11.5539724735,48.1334780571
7917,11.5542853408,48.1333942759
7918,11.5551639355,48.1327429261
7919,11.5551639355,48.1327429261
7920,11.5555674949,48.1325270367
7921,11.5557775,48.1312314
7922,11.5557955,48.1300071
7923,11.555740097,48.128827716
7924,11.55602738,48.1284202705
7925,11.5558654248,48.1271513599
7926,11.5559187863,48.1261127581
7927,11.5557815352,48.124867199
7928,11.5553365275,48.1237821461
7929,11.5548421773,48.1235149239
7930,11.5548421773,48.1235149239
7931,11.5549568982,48.1235377651
7932,11.5548421773,48.1235149239
7933,11.5549519466,48.123462619
7934,11.5549519466,48.123462619
7935,11.5549519466,48.123462619
7936,11.5549519466,48.123462619
7937,11.554721217,48.12327088
7938,11.5547981324,48.1233347864
7939,11.5547981324,48.1233347864
7940,11.5547981324,48.1233347864
7941,11.5547981324,48.1233347864
7942,11.5547981324,48.1233347864
7943,11.5548750478,48.1233986927
7944,11.5547761,48.1234603
7945,11.5547650683,48.1234512515
7946,11.5546427,48.1231658
7947,11.5547307256,48.12311835
7948,11.5547307256,48.12311835
7949,11.5533334439,48.1240014607
7950,11.5533334439,48.1240014607
7951,11.5527183602,48.1235729076
7952,11.5498568261,48.1223644483
7953,11.5522790562,48.1232759352
7954,11.5535595703,48.1235735577
7955,11.5545806023,48.1240318046
7956,11.553680572,48.1233293578
7957,11.5530034582,48.1227679747
7958,11.5530034582,48.1227679747
7959,11.5551306092,48.1232750423
7960,11.5550455,48.1234914
7961,11.5550455,48.1234914
7962,11.5548750478,48.1233986927
7963,11.5548750478,48.1233986927
7964,11.5546877504,48.1233878327
7965,11.5546112458,48.1233234485
7966,11.554721217,48.12327088
7967,11.5544214,48.1230371
7968,11.5544631505,48.1232715848
7969,11.554721217,48.12327088
7970,11.5546443016,48.1232069736
7971,11.5546443016,48.1232069736
7972,11.5547981324,48.1233347864
7973,11.5543034014,48.123155854
7974,11.5544214,48.1230371
7975,11.5551826884,48.1236543434
7976,11.5549536071,48.1233681563
7977,11.554721217,48.12327088
7978,11.5545495713,48.122675431
7979,11.5544344,48.1226784
7980,11.55443087,48.1227761638
7981,11.5544214,48.1230371
7982,11.5543158957,48.1228392967
7983,11.5543158957,48.1228392967
7984,11.5540015382,48.1223336323
7985,11.5540015382,48.1223336323
7986,11.5540015382,48.1223336323
7987,11.5540015382,48.1223336323
7988,11.5540015382,48.1223336323
7989,11.5540015382,48.1223336323
7990,11.5540015382,48.1223336323
7991,11.5540015382,48.1223336323
7992,11.5540015382,48.1223336323
7993,11.5540015382,48.1223336323
7994,11.5540015382,48.1223336323
7995,11.5540015382,48.1223336323
7996,11.5540015382,48.1223336323
7997,11.5540015382,48.1223336323
7998,11.5540015382,48.1223336323
7999,11.5540015382,48.1223336323
8000,11.5540015382,48.1223336323
8001,11.5540015382,48.1223336323
8002,11.5540015382,48.1223336323
8003,11.5540015382,48.1223336323
8004,11.5540015382,48.1223336323
8005,11.5540015382,48.1223336323
8006,11.5540015382,48.1223336323
8007,11.5540015382,48.1223336323
8008,11.5540015382,48.1223336323
8009,11.5540015382,48.1223336323
8010,11.5540015382,48.1223336323
8011,11.5540015382,48.1223336323
8012,11.5540015382,48.1223336323
8013,11.5540015382,48.1223336323
8014,11.5540015382,48.1223336323
8015,11.5540015382,48.1223336323
8016,11.5540015382,48.1223336323
8017,11.5540015382,48.1223336323
8018,11.5540015382,48.1223336323
8019,11.5540015382,48.1223336323
8020,11.5540015382,48.1223336323
8021,11.5540015382,48.1223336323
8022,11.5540015382,48.1223336323
8023,11.5540015382,48.1223336323
8024,11.5540015382,48.1223336323
8025,11.5540015382,48.1223336323
8026,11.5540015382,48.1223336323
8027,11.5540015382,48.1223336323
8028,11.5540015382,48.1223336323
8029,11.5540015382,48.1223336323
8030,11.5540015382,48.1223336323
8031,11.5719783112,48.1352988128
8032,11.5721589428,48.1353204837
8033,11.5725280653,48.1355346427
8034,11.5735489339,48.1357090199
8035,11.5750957102,48.1352921627
8036,11.5766789067,48.1361045812
8037,11.5766789067,48.1361045812
8038,11.5766789067,48.1361045812
8039,11.5766789067,48.1361045812
8040,11.5766789067,48.1361045812
8041,11.576601186,48.1360420248
8042,11.576601186,48.1360420248
8043,11.5765169728,48.1359884302
8044,11.576601186,48.1360420248
8045,11.576601186,48.1360420248
8046,11.5758078301,48.1373622888
8047,11.5750143,48.1374938
8048,11.5745010393,48.1381948763
8049,11.5741244543,48.1383403541
8050,11.5737447,48.1383338
8051,11.5737447,48.1383338
8052,11.5737447,48.1383338
8053,11.5737245113,48.1383336745
8054,11.5737245113,48.1383336745
8055,11.5737245113,48.1383336745
8056,11.5737447,48.1383338
8057,11.5739244841,48.1383369029
8058,11.5739244841,48.1383369029
8059,11.5739244841,48.1383369029
8060,11.5739244841,48.1383369029
8061,11.5739244841,48.1383369029
8062,11.5739244841,48.1383369029
8063,11.5727693603,48.1385870145
8064,11.5731537857,48.1390089363
8065,11.5712125,48.139617
8066,11.5695728393,48.1399380042
8067,11.5680957024,48.1403863653
8068,11.5688353057,48.1409180177
8069,11.5686492,48.140989
8070,11.5686492,48.140989
8071,11.5688353057,48.1409180177
8072,11.5688353057,48.1409180177
8073,11.5689733886,48.1409031828
8074,11.5694840156,48.1406831266
8075,11.5695799,48.1406668
8076,11.570012736,48.1403465862
8077,11.5700750987,48.1405859209
8078,11.5697789247,48.1406336802
8079,11.5694840156,48.1406831266
8080,11.5689733886,48.1409031828
8081,11.5688866377,48.1409999587
8082,11.5688866377,48.1409999587
8083,11.568109666,48.1402427205
8084,11.5675050584,48.1403547828
8085,11.5673091564,48.1403760156
8086,11.567751921,48.1407783041
8087,11.5675050584,48.1403547828
8088,11.567838,48.1408292
8089,11.567429613,48.1411802502
8090,11.5665772469,48.1406933798
8091,11.5659950306,48.1402979821
8092,11.5649894476,48.1393144425
8093,11.5649894476,48.1393144425
8094,11.5649894476,48.1393144425
8095,11.5649894476,48.1393144425
8096,11.5649894476,48.1393144425
8097,11.5649894476,48.1393144425
8098,11.5649894476,48.1393144425
8099,11.5649894476,48.1393144425
8100,11.5631698337,48.1384689942
8101,11.5631053586,48.1380940425
8102,11.5637274806,48.1382188578
8103,11.56434878,48.13805193
8104,11.5647665048,48.1379779567
8105,11.5647665048,48.1379779567
8106,11.5647665048,48.1379779567
8107,11.5647665048,48.1379779567
8108,11.563774443,48.1365366481
8109,11.5609097395,48.1361243651
8110,11.5609097395,48.1361243651
8111,11.5587998337,48.1363481688
8112,11.5582169445,48.1363547675
8113,11.5584410077,48.1329809585
8114,11.558320441,48.1311455745
8115,11.5582187624,48.1302060322
8116,11.5582187624,48.1302060322
8117,11.5582146282,48.1300563412
8118,11.5582953077,48.1288453001
8119,11.5584151882,48.1273043036
8120,11.5583467,48.1266487011
8121,11.5580393229,48.1265711017
8122,11.55660128,48.124970515
8123,11.5562191122,48.1246481056
8124,11.5549969364,48.1236416086
8125,11.5550288493,48.1235265407
8126,11.5550288493,48.1235265407
8127,11.554616085,48.1234004686
8128,11.554616085,48.1234004686
8129,11.554721217,48.12327088
8130,11.5546443016,48.1232069736
8131,11.554721217,48.12327088
8132,11.5547900516,48.123027173
8133,11.5546567368,48.1228925999
8134,11.5546567368,48.1228925999
8135,11.5547307256,48.12311835
8136,11.554721217,48.12327088
8137,11.554721217,48.12327088
8138,11.5548750478,48.1233986927
8139,11.5547981324,48.1233347864
8140,11.5546877504,48.1233878327
8141,11.5547981324,48.1233347864
8142,11.5547650683,48.1234512515
8143,11.5547307256,48.12311835
8144,11.554721217,48.12327088
8145,11.5547650683,48.1234512515
8146,11.5546112458,48.1233234485
8147,11.5544631505,48.1232715848
8148,11.5544631505,48.1232715848
8149,11.5546083,48.1233209
8150,11.5546112458,48.1233234485
8151,11.5545396178,48.1233360267
8152,11.554616085,48.1234004686
8153,11.554616085,48.1234004686
8154,11.554616085,48.1234004686
8155,11.554616085,48.1234004686
8156,11.5557211252,48.1241016528
8157,11.5562283258,48.1243053297
8158,11.557123977,48.1235144855
8159,11.5585934407,48.1227540287
8160,11.5611844092,48.1241852295
8161,11.5618225276,48.1249551677
8162,11.5624425825,48.1257319877
8163,11.5631464852,48.1267974404
8164,11.5633212059,48.1268937729
8165,11.5637765225,48.127474654
8166,11.5641691778,48.1281179719
8167,11.5655462524,48.1295247129
8168,11.5663207556,48.1310026728
8169,11.5665424368,48.1315599204
8170,11.5667097149,48.1320311083
8171,11.5679586167,48.1325429892
8172,11.5682571997,48.1325192964
8173,11.5687943142,48.1336894034
8174,11.5701800872,48.1340080048
8175,11.5720608225,48.1353444034
8176,11.5723852682,48.1354404478
8177,11.5736444741,48.1360387316
8178,11.5753986504,48.1366209405
8179,11.575624808,48.1370188662
8180,11.5747042,48.1372807
8181,11.5750886658,48.1380736531
8182,11.5754035332,48.1378484809
8183,11.5751412984,48.1379524894
8184,11.5751412984,48.1379524894
8185,11.5752119078,48.1381389534
8186,11.5753869283,48.1381130608
8187,11.5750886658,48.1380736531
8188,11.5752119078,48.1381389534
8189,11.5754274174,48.1382044973
8190,11.5754786614,48.1380338138
8191,11.5751698837,48.1380483167
8192,11.5752119078,48.1381389534
8193,11.5751698837,48.1380483167
8194,11.5754786614,48.1380338138
8195,11.5753869283,48.1381130608
8196,11.5753869283,48.1381130608
8197,11.5755080381,48.1388804207
8198,11.5755080381,48.1388804207
8199,11.5756726717,48.1392431833
8200,11.5740001922,48.1398904985
8201,11.5742601723,48.1405098291
8202,11.5752010547,48.1414017175
8203,11.5763769245,48.1411572151
8204,11.57647951,48.1404877574
8205,11.57647951,48.1404877574
8206,11.57647951,48.1404877574
8207,11.57647951,48.1404877574
8208,11.57647951,48.1404877574
8209,11.57647951,48.1404877574
8210,11.57647951,48.1404877574
8211,11.57647951,48.1404877574
8212,11.57647951,48.1404877574
8213,11.5751535669,48.138362527
8214,11.5751535669,48.138362527
8215,11.5749907281,48.138093857
8216,11.5754473142,48.138689862
8217,11.5753838359,48.1385704065
8218,11.5753410009,48.138409676
8219,11.5750843109,48.1385872816
8220,11.5750843109,48.1385872816
8221,11.5750553623,48.138381391
8222,11.5754735197,48.1366872322
8223,11.5737109171,48.1363696701
8224,11.5736215965,48.1360366222
8225,11.5736845078,48.1355839497
8226,11.5734475596,48.1356278471
8227,11.571015093,48.1350159831
8228,11.5686743847,48.1338628555
8229,11.5684304358,48.1333476152
8230,11.568785424,48.1328392206
8231,11.5688143,48.1326027
8232,11.5688143,48.1326027
8233,11.5679102794,48.1315933466
8234,11.5679102794,48.1315933466
8235,11.5665424368,48.1315599204
8236,11.5668871079,48.1307547573
8237,11.5656902921,48.130039889
8238,11.5648585878,48.1292619816
8239,11.5633458753,48.1270213452
8240,11.562237809,48.1257844091
