ID,CorrectedLongitude,CorrectedLatitude,NearestLinkIdentifier,NearestLinkClass
11404,11.5548828053,48.1234054002,1011314836,path
11405,11.5547289085,48.1232772706,1034229474,footway
11406,11.5547981324,48.1233347864,1034229474,footway
11407,11.5547981324,48.1233347864,1034229474,footway
11408,11.5547750578,48.1233156145,1034229474,footway
11409,11.5547981324,48.1233347864,1034229474,footway
11410,11.5550124528,48.1236542278,1133381663,tertiary
11411,11.5549426292,48.1235974416,1133381663,tertiary
11412,11.5549657554,48.1235331228,1158963882,service
11413,11.554821207,48.1233539583,1034229474,footway
11414,11.554821207,48.1233539583,1034229474,footway
11415,11.554821207,48.1233539583,1034229474,footway
11416,11.554821207,48.1233539583,1034229474,footway
11417,11.5546390252,48.1234198012,1034229472,footway
11418,11.5555061232,48.1241596971,1034229472,footway
11419,11.5564533659,48.124214902,1192124843,service
11420,11.5561365052,48.1244467026,1034229474,footway
11421,11.5560849104,48.1245122812,1101912290,footway
11422,11.5555769504,48.1246641935,188119312,residential
11423,11.5541000536,48.125563808,188119312,residential
11424,11.5541493171,48.1257313752,236998382,service
11425,11.5542098128,48.1254615685,188119312,residential
11426,11.5541659091,48.1255024643,188119312,residential
11427,11.5541220054,48.1255433601,188119312,residential
11428,11.554203045,48.1257580832,236998382,service
11429,11.5542837007,48.1257980139,236998382,service
11430,11.5544556284,48.1258414832,236998382,service
11431,11.5544856227,48.1258420666,236998382,service
11432,11.5543959282,48.1258369926,236998382,service
11433,11.554728381,48.1251131143,188119312,residential
11434,11.5557409462,48.1245107408,404646949,service
11435,11.5559288301,48.1242741599,1034229474,footway
11436,11.5550590019,48.1236920852,1133381663,tertiary
11437,11.5549596363,48.1234690119,1034229474,footway
11438,11.5549359068,48.1233774677,1011314836,path
11439,11.5549624572,48.1233635006,1011314836,path
11440,11.5549890075,48.1233495335,1011314836,path
11441,11.5547750578,48.1233156145,1034229474,footway
11442,11.5549890075,48.1233495335,1011314836,path
11443,11.5547750578,48.1233156145,1034229474,footway
11444,11.5547750578,48.1233156145,1034229474,footway
11445,11.5547750578,48.1233156145,1034229474,footway
11446,11.5545853699,48.1233015555,1304033229,tertiary
11447,11.5545853699,48.1233015555,1304033229,tertiary
11448,11.554664555,48.1233688071,1133381663,tertiary
11449,11.5545529521,48.1229854769,858011073,cycleway
11450,11.5547750578,48.1233156145,1034229474,footway
11451,11.5550124528,48.1236542278,1133381663,tertiary
11452,11.5549609502,48.1236895496,1034229472,footway
11453,11.5547109458,48.1234068583,1133381663,tertiary
11454,11.5547750578,48.1233156145,1034229474,footway
11455,11.5548229567,48.1235739736,1034229472,footway
11456,11.5548036402,48.1234830666,1133381663,tertiary
11457,11.5548267625,48.123502181,1133381663,tertiary
11458,11.5548267625,48.123502181,1133381663,tertiary
11459,11.5548036402,48.1234830666,1133381663,tertiary
11460,11.5548498848,48.1235212954,1133381663,tertiary
11461,11.5547999578,48.123554711,1034229472,footway
11462,11.5548498848,48.1235212954,1133381663,tertiary
11463,11.5548229567,48.1235739736,1034229472,footway
11464,11.5548498848,48.1235212954,1133381663,tertiary
11465,11.5548267625,48.123502181,1133381663,tertiary
11466,11.5548267625,48.123502181,1133381663,tertiary
11467,11.554873007,48.1235404098,1133381663,tertiary
11468,11.5539440369,48.1232081711,155286727,residential
11469,11.5523315497,48.1239377967,1112880487,residential
11470,11.5507023574,48.1245305358,406655683,footway
11471,11.5505080605,48.1246102148,406655683,footway
11472,11.5501494397,48.124862587,1112880487,residential
11473,11.5500639535,48.1247923383,406655683,footway
11474,11.5491508827,48.1253080567,370907839,footway
11475,11.5480306662,48.1261219702,858001687,footway
11476,11.5473554028,48.1270449432,364988561,secondary
11477,11.5457384101,48.1276038842,27145269,secondary
11478,11.5448529475,48.1278694691,365100761,secondary
11479,11.5436169235,48.1281196601,158803941,residential
11480,11.5419763363,48.1287708071,140337588,footway
11481,11.5417150501,48.1289474951,804722189,footway
11482,11.5411487841,48.1292236162,804722189,footway
11483,11.5409600192,48.1293156369,804722189,footway
11484,11.5393732771,48.1298456616,60932059,service
11485,11.5389802095,48.1307464092,265107029,cycleway
11486,11.537289208,48.131497793,265107029,cycleway
11487,11.5355132823,48.1323031115,265107029,cycleway
11488,11.5340915675,48.1329451185,265107029,cycleway
11489,11.5339051565,48.1330418097,265107029,cycleway
11490,11.532377154,48.1339343964,25171490,service
11491,11.5309682398,48.1351777815,159817908,tertiary
11492,11.5300901855,48.1351139885,698114473,service
11493,11.5297679724,48.1350144474,730317047,service
11494,11.5295402901,48.1348693241,730317047,service
11495,11.5295402901,48.1348693241,730317047,service
11496,11.5295402901,48.1348693241,730317047,service
11497,11.5295402901,48.1348693241,730317047,service
11498,11.5295402901,48.1348693241,730317047,service
11499,11.5295402901,48.1348693241,730317047,service
11500,11.5295402901,48.1348693241,730317047,service
11501,11.5295402901,48.1348693241,730317047,service
11502,11.5308988422,48.1350018659,698114469,footway
11503,11.5308988422,48.1350018659,698114469,footway
11504,11.5310586995,48.1347896147,698114481,path
11505,11.5310394842,48.1348895349,698114469,footway
11506,11.5313645899,48.1349873283,62334749,cycleway
11507,11.5314368583,48.1349336881,62334749,cycleway
11508,11.5312420456,48.1348920069,698114481,path
11509,11.5310325,48.134775,698114481,path
11510,11.5310586995,48.1347896147,698114481,path
11511,11.5310628594,48.1348707305,698114469,footway
11512,11.5310628594,48.1348707305,698114469,footway
11513,11.5310628594,48.1348707305,698114469,footway
11514,11.5311896683,48.1348627389,698114481,path
11515,11.5312576372,48.1349636574,159817908,tertiary
11516,11.5310394842,48.1348895349,698114469,footway
11517,11.531215857,48.1348773729,698114481,path
11518,11.530992734,48.1349271436,698114469,footway
11519,11.5311959634,48.1351124887,62334749,cycleway
11520,11.5312682319,48.1350588485,62334749,cycleway
11521,11.5318847195,48.1344997957,159817908,tertiary
11522,11.5332393605,48.1335126981,61599232,tertiary
11523,11.53476178,48.1327122162,94722153,tertiary
11524,11.5347890691,48.1326997541,94722153,tertiary
11525,11.5354716736,48.132389031,94722153,tertiary
11526,11.5358271659,48.13222864,94722153,tertiary
11527,11.5373715892,48.1314615605,265107029,cycleway
11528,11.5385122162,48.1310873151,850133291,cycleway
11529,11.539166397,48.1299192717,55547206,cycleway
11530,11.5392535333,48.1298534834,60932059,service
11531,11.5409127477,48.1294231458,55945524,footway
11532,11.5422655917,48.1287707378,158803941,residential
11533,11.5440223152,48.1279243203,158803941,residential
11534,11.544528377,48.1278211524,365100749,residential
11535,11.54461731,48.1278073358,365100749,residential
11536,11.544943048,48.127756389,27145269,secondary
11537,11.5468998151,48.1272134542,29460538,cycleway
11538,11.5480789376,48.126086335,858001687,footway
11539,11.5491508827,48.1253080567,370907839,footway
11540,11.5493845766,48.1250060032,343155189,cycleway
11541,11.5509779554,48.1245110734,1112880487,residential
11542,11.5530469383,48.1235625763,860302047,footway
11543,11.5542865318,48.1231151836,1034229472,footway
11544,11.5547519831,48.1232964425,1034229474,footway
11545,11.5547289085,48.1232772706,1034229474,footway
11546,11.5547750578,48.1233156145,1034229474,footway
11547,11.5547750578,48.1233156145,1034229474,footway
11548,11.5548442816,48.1233731302,1034229474,footway
11549,11.5546877504,48.1233878327,1133381663,tertiary
11550,11.5547109458,48.1234068583,1133381663,tertiary
11551,11.5547750578,48.1233156145,1034229474,footway
11552,11.5547750578,48.1233156145,1034229474,footway
11553,11.5547750578,48.1233156145,1034229474,footway
11554,11.5547750578,48.1233156145,1034229474,footway
11555,11.5547109458,48.1234068583,1133381663,tertiary
11556,11.5547981324,48.1233347864,1034229474,footway
11557,11.5547981324,48.1233347864,1034229474,footway
11558,11.5547750578,48.1233156145,1034229474,footway
11559,11.5547981324,48.1233347864,1034229474,footway
11560,11.554821207,48.1233539583,1034229474,footway
11561,11.554821207,48.1233539583,1034229474,footway
11562,11.554730961,48.123496923,1034229472,footway
11563,11.5547079621,48.1234776604,1034229472,footway
11564,11.55475396,48.1235161857,1034229472,footway
11565,11.55475396,48.1235161857,1034229472,footway
11566,11.5547079621,48.1234776604,1034229472,footway
11567,11.5546849632,48.1234583977,1034229472,footway
11568,11.5546849632,48.1234583977,1034229472,footway
11569,11.5547079621,48.1234776604,1034229472,footway
11570,11.5547079621,48.1234776604,1034229472,footway
11571,11.5548104179,48.1230679388,494429776,service
11572,11.5548104179,48.1230679388,494429776,service
11573,11.5547747383,48.123094625,852037200,service
11574,11.554721923,48.123123095,852037200,service
11575,11.554721923,48.123123095,852037200,service
11576,11.5547747383,48.123094625,852037200,service
11577,11.5548661793,48.1229972942,494429776,service
11578,11.5546427,48.1231658,852037200,service
11579,11.5546596847,48.1232197549,1034229474,footway
11580,11.5546596847,48.1232197549,1034229474,footway
11581,11.5546596847,48.1232197549,1034229474,footway
11582,11.5546596847,48.1232197549,1034229474,footway
11583,11.5561873086,48.1244888309,636632942,footway
11584,11.5560211163,48.1243508622,1034229474,footway
11585,11.5559057501,48.1242549945,1034229474,footway
11586,11.55597499,48.1243124909,1034229474,footway
11587,11.5566089234,48.1249769631,1034229473,tertiary
11588,11.5580643646,48.1260296755,636632942,footway
11589,11.5584366854,48.1266327817,391200995,footway
11590,11.5586465,48.1290392,621194824,footway
11591,11.5607529177,48.1286241436,621498259,service
11592,11.5614109945,48.1288646356,351366883,service
11593,11.5614109945,48.1288646356,351366883,service
11594,11.560718609,48.1297268024,910694834,service
11595,11.5604362669,48.1298781096,4591318,residential
11596,11.5605763339,48.1304153212,255725475,cycleway
11597,11.5603184729,48.1299709782,4591318,residential
11598,11.5605219572,48.1303899603,255725475,cycleway
11599,11.5604362669,48.1298781096,4591318,residential
11600,11.5603420317,48.1299524044,4591318,residential
11601,11.5604127081,48.1298966833,4591318,residential
11602,11.5604127081,48.1298966833,4591318,residential
11603,11.5604127081,48.1298966833,4591318,residential
11604,11.5604127081,48.1298966833,4591318,residential
11605,11.5604127081,48.1298966833,4591318,residential
11606,11.5604362669,48.1298781096,4591318,residential
11607,11.5604362669,48.1298781096,4591318,residential
11608,11.5600326164,48.1301616068,255725475,cycleway
11609,11.5603068077,48.1305538111,117171981,cycleway
11610,11.5635951749,48.1319288016,30751935,secondary
11611,11.5649819734,48.13253724,27145256,cycleway
11612,11.5663312,48.132848,1169596636,footway
11613,11.5663610359,48.132848492,107023512,footway
11614,11.5667798186,48.1324107111,301353941,footway
11615,11.5667809734,48.1323823273,301353941,footway
11616,11.5660509557,48.1314179667,4591382,residential
11617,11.5646627601,48.1323707984,27145256,cycleway
11618,11.5635030343,48.1322789158,365018754,footway
11619,11.5632633455,48.1321584485,365018754,footway
11620,11.5626319208,48.1322897676,775563538,service
11621,11.5616222231,48.1331633148,3811756,service
11622,11.5606786776,48.1338634509,3811829,service
11623,11.5607137286,48.1344179144,52804407,residential
11624,11.5607559,48.1356258,974687139,service
11625,11.5608646564,48.1357470489,1088796599,residential
11626,11.5609180443,48.1361938707,1088796599,residential
11627,11.5607498221,48.136341441,151304011,residential
11628,11.5606898224,48.136341648,151304011,residential
11629,11.5609378957,48.1363680945,109359107,residential
11630,11.5610158424,48.1372948222,109359107,residential
11631,11.5610252826,48.137414408,315220267,secondary
11632,11.561075564,48.1377920728,1272578369,residential
11633,11.5621422226,48.1381252135,45875405,residential
11634,11.5621722145,48.1381245138,45875405,residential
11635,11.5621722145,48.1381245138,45875405,residential
11636,11.5623494107,48.1382402304,929268116,residential
11637,11.5623541161,48.1383000456,929268116,residential
11638,11.5623541161,48.1383000456,929268116,residential
11639,11.5623541161,48.1383000456,929268116,residential
11640,11.5624327625,48.1385347671,30064153,residential
11641,11.5624327625,48.1385347671,30064153,residential
11642,11.5629854304,48.138098191,177097514,residential
11643,11.5624925251,48.1385294341,30064153,residential
11644,11.5623682322,48.1384794913,929268116,residential
11645,11.5626236,48.1379581,390428901,service
11646,11.5632805847,48.1371769458,234177866,footway
11647,11.5632805847,48.1371769458,234177866,footway
11648,11.5614224184,48.138142004,45875405,residential
11649,11.5610833867,48.1378515607,1272578369,residential
11650,11.5614224184,48.138142004,45875405,residential
11651,11.5617223368,48.1381350079,45875405,residential
11652,11.5619922634,48.1381287115,45875405,residential
11653,11.5618423042,48.1381322095,45875405,residential
11654,11.561692345,48.1381357075,45875405,residential
11655,11.5611029433,48.1380002803,1272578369,residential
11656,11.5611029433,48.1380002803,1272578369,residential
11657,11.5611029433,48.1380002803,1272578369,residential
11658,11.5612724592,48.138145502,45875405,residential
11659,11.5609982415,48.1370855611,109359107,residential
11660,11.5609781263,48.1368464056,109359107,residential
11661,11.560970583,48.1367567222,109359107,residential
11662,11.5609655542,48.1366969334,109359107,residential
11663,11.5609479534,48.1364876723,109359107,residential
11664,11.5603298246,48.1363428901,151304011,residential
11665,11.5597898278,48.1363447532,151304011,residential
11666,11.5589798326,48.1363475478,151304011,residential
11667,11.5588898332,48.1363478583,151304011,residential
11668,11.5588898332,48.1363478583,151304011,residential
11669,11.5586316907,48.1371265942,379964137,residential
11670,11.5586322611,48.1371565888,379964137,residential
11671,11.5596153905,48.1374318123,315220267,secondary
11672,11.5614452723,48.1374114741,315220267,secondary
11673,11.5637027971,48.1377169971,447574114,service
11674,11.5646598889,48.1376289505,994031435,cycleway
11675,11.5642792488,48.1373931954,146800313,secondary
11676,11.5651063303,48.1373653659,107023488,cycleway
11677,11.565251527,48.1375126419,146914350,secondary
11678,11.5654192887,48.1382649298,315220268,secondary
11679,11.5656663213,48.1393118741,144135875,secondary
11680,11.5652771225,48.1397205156,116514205,cycleway
11681,11.5636010681,48.1403746101,247270192,footway
11682,11.5627000977,48.1404943502,317486426,footway
11683,11.5628000974,48.1410681833,95667930,residential
11684,11.5627885046,48.1415125656,351388317,footway
11685,11.5627686445,48.1418298499,172852595,footway
11686,11.5616664415,48.1420047811,377161309,footway
11687,11.5620512906,48.1428494388,220343592,cycleway
11688,11.5626505914,48.1440422481,944294210,residential
11689,11.5633873652,48.1449984039,477275835,cycleway
11690,11.5646749966,48.1454239225,439589196,footway
11691,11.566347362,48.1454108169,323966451,cycleway
11692,11.5668682919,48.145411731,945003860,footway
11693,11.5683702024,48.1446410328,144177639,service
11694,11.5684515547,48.1445582392,83946947,footway
11695,11.5695160956,48.1444178465,971669435,secondary
11696,11.5683406344,48.1449958387,945003860,footway
11697,11.5669258486,48.1453947834,945003860,footway
11698,11.5668057443,48.1455801282,344664991,cycleway
11699,11.5676029657,48.1468151739,344664991,cycleway
11700,11.5679611718,48.1475234912,344664988,secondary
11701,11.5682675992,48.1476345691,945003873,footway
11702,11.5689204535,48.1490168795,51476080,secondary
11703,11.5690430855,48.1497073503,1084411813,footway
11704,11.5671917071,48.1503611517,1084411809,footway
11705,11.5673643186,48.1501920286,945003874,footway
11706,11.5680619432,48.149992492,1084411811,footway
11707,11.5688011854,48.1499341823,50295472,service
11708,11.5688463991,48.1500120008,50295472,service
11709,11.5688614703,48.1500379404,50295472,service
11710,11.5688463991,48.1500120008,50295472,service
11711,11.5688162566,48.1499601218,50295472,service
11712,11.5688313279,48.1499860613,50295472,service
11713,11.5688011854,48.1499341823,50295472,service
11714,11.5688431908,48.1498947745,1084411815,footway
11715,11.568893073,48.1500889335,50295472,service
11716,11.5689412064,48.1501649806,50295472,service
11717,11.5689732954,48.1502156787,50295472,service
11718,11.5690535178,48.150342424,50295472,service
11719,11.5689412064,48.1501649806,50295472,service
11720,11.5689572509,48.1501903297,50295472,service
11721,11.5690053844,48.1502663768,50295472,service
11722,11.5690695623,48.1503677731,50295472,service
11723,11.5690374734,48.1503170749,50295472,service
11724,11.5689412064,48.1501649806,50295472,service
11725,11.5689412064,48.1501649806,50295472,service
11726,11.568893073,48.1500889335,50295472,service
11727,11.568925162,48.1501396316,50295472,service
11728,11.5688463991,48.1500120008,50295472,service
11729,11.5687707437,48.1498824793,50295472,service
11730,11.5688614703,48.1500379404,50295472,service
11731,11.5688313279,48.1499860613,50295472,service
11732,11.5684583044,48.1500051219,945003885,footway
11733,11.5664963174,48.1505535007,945024785,footway
11734,11.5644597727,48.151335038,219433524,footway
11735,11.5623632622,48.151745759,945024779,footway
11736,11.5611631473,48.1520515523,945024756,footway
11737,11.5599482149,48.1520895402,186553875,cycleway
11738,11.5583761677,48.1511297829,1253887149,footway
11739,11.5580373115,48.1510042396,456486315,secondary
11740,11.557931309,48.1509524184,52058142,secondary
11741,11.5574480572,48.150644449,372040223,cycleway
11742,11.5574372181,48.1502171073,4673703,tertiary
11743,11.5575743095,48.1493847753,231373151,footway
11744,11.5582306109,48.1478153398,339142530,footway
11745,11.5583845444,48.1465728298,62119633,cycleway
11746,11.5582571705,48.1457433636,62036883,footway
11747,11.5579551121,48.145338544,292767093,secondary
11748,11.5569538636,48.1440840735,98653127,footway
11749,11.5568368067,48.1438405821,892371589,footway
11750,11.556347298,48.1429476214,98653127,footway
11751,11.5559935834,48.1422524337,98653127,footway
11752,11.5559868762,48.1417776942,92941660,cycleway
11753,11.5557075,48.1394152,474675870,steps
11754,11.5558020699,48.1392838874,79558820,cycleway
11755,11.5557893621,48.1392593033,107975492,cycleway
11756,11.555919756,48.1379721446,357204337,secondary
11757,11.5559059235,48.1375859423,37665697,secondary
11758,11.5558711704,48.1365642104,37665691,secondary
11759,11.55580571,48.1353473707,30195491,secondary
11760,11.555803368,48.134475565,115013501,secondary
11761,11.5556918137,48.1341070234,881723562,footway
11762,11.5558161651,48.1326911284,151082430,secondary
11763,11.5556557379,48.1313984446,551702991,secondary
11764,11.5557965444,48.1299085219,315202560,secondary
11765,11.5557923043,48.1285291895,4080107,secondary
11766,11.5558234877,48.1284496378,23587251,cycleway
11767,11.555991148,48.1284033223,147933814,secondary
11768,11.5571477268,48.1273046419,168719672,secondary
11769,11.5579310238,48.1259926948,58745598,service
11770,11.5565172031,48.1248995849,1034229473,tertiary
11771,11.5552542459,48.1239464909,1034229472,footway
11772,11.5549890075,48.1233495335,1011314836,path
11773,11.5550155578,48.1233355664,1011314836,path
11774,11.5549890075,48.1233495335,1011314836,path
11775,11.5547750578,48.1233156145,1034229474,footway
11776,11.554821207,48.1233539583,1034229474,footway
11777,11.554821207,48.1233539583,1034229474,footway
11778,11.5548442816,48.1233731302,1034229474,footway
11779,11.5548673562,48.1233923021,1034229474,footway
11780,11.5548673562,48.1233923021,1034229474,footway
11781,11.5548673562,48.1233923021,1034229474,footway
11782,11.5548673562,48.1233923021,1034229474,footway
11783,11.5550155578,48.1233355664,1011314836,path
11784,11.5550155578,48.1233355664,1011314836,path
11785,11.5550155578,48.1233355664,1011314836,path
11786,11.5550155578,48.1233355664,1011314836,path
11787,11.5550155578,48.1233355664,1011314836,path
11788,11.5550155578,48.1233355664,1011314836,path
11789,11.5547750578,48.1233156145,1034229474,footway
11790,11.5549359068,48.1233774677,1011314836,path
11791,11.5549359068,48.1233774677,1011314836,path
11792,11.5549624572,48.1233635006,1011314836,path
11793,11.5549624572,48.1233635006,1011314836,path
11794,11.5549890075,48.1233495335,1011314836,path
11795,11.5549624572,48.1233635006,1011314836,path
11796,11.5549596363,48.1234690119,1034229474,footway
11797,11.5549365672,48.1234498333,1034229474,footway
11798,11.5549365672,48.1234498333,1034229474,footway
11799,11.5548442816,48.1233731302,1034229474,footway
11800,11.5548673562,48.1233923021,1034229474,footway
11801,11.5548673562,48.1233923021,1034229474,footway
11802,11.5549365672,48.1234498333,1034229474,footway
11803,11.5548442816,48.1233731302,1034229474,footway
11804,11.5547750578,48.1233156145,1034229474,footway
11805,11.5547109458,48.1234068583,1133381663,tertiary
11806,11.554616085,48.1234004686,1034229472,footway
11807,11.5547999578,48.123554711,1034229472,footway
11808,11.5530200204,48.123575821,860302047,footway
11809,11.5513922132,48.1243353165,1112880487,residential
11810,11.5511160413,48.1244524877,1112880487,residential
11811,11.5496068561,48.1250973569,258619656,steps
11812,11.5495254215,48.1251251837,343155190,cycleway
11813,11.5480306662,48.1261219702,858001687,footway
11814,11.5476812945,48.1268419036,864760012,residential
11815,11.5460475183,48.1276299863,370686607,cycleway
11816,11.5442913039,48.1278585202,365100749,residential
11817,11.5426439536,48.1285884132,158803941,residential
11818,11.5414262117,48.1291756487,55945524,footway
11819,11.5399122141,48.1298117963,60932059,service
11820,11.5391299712,48.1302705715,4543482,tertiary
11821,11.5383681967,48.1309896907,265107029,cycleway
11822,11.5366056084,48.1318063243,265107029,cycleway
11823,11.5365235765,48.1318433481,265107029,cycleway
11824,11.5360185848,48.1321422756,94722153,tertiary
11825,11.5343152769,48.1329120633,27149715,tertiary
11826,11.5330978466,48.1335966398,94722154,tertiary
11827,11.5331140325,48.1334213148,378000579,footway
11828,11.5331776035,48.1333435429,4288177,tertiary
11829,11.5334562,48.133226,145456738,trunk
11830,11.533588904,48.133207115,446388308,cycleway
11831,11.5336301169,48.1331635162,446388308,cycleway
11832,11.5336510054,48.1331419832,446388308,cycleway
11833,11.5336301169,48.1331635162,446388308,cycleway
11834,11.5335017423,48.1330864115,264448396,tertiary
11835,11.5334591327,48.1330441691,264448396,tertiary
11836,11.5336364173,48.1332053114,264448396,tertiary
11837,11.5335244599,48.1332555816,447067011,cycleway
11838,11.5338030909,48.1340233042,145456738,trunk
11839,11.5338848856,48.1339573299,61361659,cycleway
11840,11.5334026785,48.1336190822,446388314,unclassified
11841,11.5331753979,48.1335213032,264448407,footway
11842,11.5326695978,48.132880032,4288177,tertiary
11843,11.5331970049,48.1327300761,264448422,cycleway
11844,11.5332656408,48.1327882922,264448422,cycleway
11845,11.5333342767,48.1328465082,264448422,cycleway
11846,11.5333342767,48.1328465082,264448422,cycleway
11847,11.5333113981,48.1328271029,264448422,cycleway
11848,11.5331691951,48.1327838131,264448396,tertiary
11849,11.5330209868,48.1328227953,264448393,trunk
11850,11.5333547964,48.133123821,264448393,trunk
11851,11.5333361437,48.1333336221,366601214,trunk
11852,11.533064403,48.1333392728,242507881,steps
11853,11.5325786642,48.1333187456,235754880,service
11854,11.5325031606,48.133269764,235754880,service
11855,11.532399659,48.1331995372,235754882,service
11856,11.5324244693,48.1332164029,235754882,service
11857,11.5323519697,48.1331370995,372439618,footway
11858,11.5323251223,48.1332053033,235754882,service
11859,11.5320084473,48.1336375882,25171490,service
11860,11.532843851,48.1337600428,235754887,service
11861,11.5341729147,48.1329066451,265107029,cycleway
11862,11.5359228742,48.1321167396,265107029,cycleway
11863,11.5376595092,48.131380999,372036333,tertiary
11864,11.5388758033,48.1309468546,850133291,cycleway
11865,11.5390539435,48.1299151261,435196489,tertiary
11866,11.5406201457,48.1295333929,55945813,footway
11867,11.541941286,48.1289270255,158803941,residential
11868,11.5436980019,48.1280805921,158803941,residential
11869,11.5456562919,48.1275245495,365100754,cycleway
11870,11.5473828118,48.1269145911,29460538,cycleway
11871,11.5486866717,48.1257708349,237039576,footway
11872,11.549225135,48.1253629763,304423860,secondary
11873,11.5491755529,48.1252909869,370907839,footway
11874,11.5492526,48.1252023,473163857,footway
11875,11.5505913306,48.1245760667,406655683,footway
11876,11.5523676927,48.1238474151,406655683,footway
11877,11.5540258019,48.1231705615,155286727,residential
11878,11.5546827593,48.1232389268,1034229474,footway
11879,11.5547519831,48.1232964425,1034229474,footway
11880,11.5547519831,48.1232964425,1034229474,footway
11881,11.5549093565,48.1233914349,1011314836,path
11882,11.5549596363,48.1234690119,1034229474,footway
11883,11.5549134981,48.1234306547,1034229474,footway
11884,11.5549093565,48.1233914349,1011314836,path
11885,11.5549093565,48.1233914349,1011314836,path
11886,11.5549093565,48.1233914349,1011314836,path
11887,11.5550421081,48.1233215993,1011314836,path
11888,11.5550421081,48.1233215993,1011314836,path
11889,11.5550421081,48.1233215993,1011314836,path
11890,11.5549359068,48.1233774677,1011314836,path
11891,11.5548561289,48.1234191251,1011314836,path
11892,11.5548294526,48.1234328501,1011314836,path
11893,11.5549134981,48.1234306547,1034229474,footway
11894,11.5548673562,48.1233923021,1034229474,footway
11895,11.5548561289,48.1234191251,1011314836,path
11896,11.5548561289,48.1234191251,1011314836,path
11897,11.5549890075,48.1233495335,1011314836,path
11898,11.5549890075,48.1233495335,1011314836,path
11899,11.5547981324,48.1233347864,1034229474,footway
11900,11.5547483307,48.12310886,852037200,service
11901,11.5547483307,48.12310886,852037200,service
11902,11.5547058339,48.1232580987,1034229474,footway
11903,11.5547519831,48.1232964425,1034229474,footway
11904,11.5547289085,48.1232772706,1034229474,footway
11905,11.554721923,48.123123095,852037200,service
11906,11.5547483307,48.12310886,852037200,service
11907,11.5547981324,48.1233347864,1034229474,footway
11908,11.554821207,48.1233539583,1034229474,footway
11909,11.554821207,48.1233539583,1034229474,footway
11910,11.5547981324,48.1233347864,1034229474,footway
11911,11.5547981324,48.1233347864,1034229474,footway
11912,11.5547981324,48.1233347864,1034229474,footway
11913,11.5547981324,48.1233347864,1034229474,footway
11914,11.5547981324,48.1233347864,1034229474,footway
11915,11.5547981324,48.1233347864,1034229474,footway
11916,11.5547981324,48.1233347864,1034229474,footway
11917,11.5547981324,48.1233347864,1034229474,footway
11918,11.5547289085,48.1232772706,1034229474,footway
11919,11.554821207,48.1233539583,1034229474,footway
11920,11.5548498848,48.1235212954,1133381663,tertiary
11921,11.5548459556,48.1235932363,1034229472,footway
11922,11.5548442816,48.1233731302,1034229474,footway
11923,11.5548442816,48.1233731302,1034229474,footway
11924,11.5548036402,48.1234830666,1133381663,tertiary
11925,11.5547981324,48.1233347864,1034229474,footway
11926,11.554821207,48.1233539583,1034229474,footway
11927,11.5548673562,48.1233923021,1034229474,footway
11928,11.5548673562,48.1233923021,1034229474,footway
11929,11.5548673562,48.1233923021,1034229474,footway
11930,11.5548294526,48.1234328501,1011314836,path
11931,11.5547981324,48.1233347864,1034229474,footway
11932,11.554821207,48.1233539583,1034229474,footway
11933,11.5547483307,48.12310886,852037200,service
11934,11.5547747383,48.123094625,852037200,service
11935,11.5548104179,48.1230679388,494429776,service
11936,11.5547058339,48.1232580987,1034229474,footway
11937,11.5547058339,48.1232580987,1034229474,footway
11938,11.5547058339,48.1232580987,1034229474,footway
11939,11.5550155578,48.1233355664,1011314836,path
11940,11.5550155578,48.1233355664,1011314836,path
11941,11.5547750578,48.1233156145,1034229474,footway
11942,11.5547750578,48.1233156145,1034229474,footway
11943,11.5547519831,48.1232964425,1034229474,footway
11944,11.5547519831,48.1232964425,1034229474,footway
11945,11.5547519831,48.1232964425,1034229474,footway
11946,11.5547519831,48.1232964425,1034229474,footway
11947,11.5547289085,48.1232772706,1034229474,footway
11948,11.5547289085,48.1232772706,1034229474,footway
11949,11.5547519831,48.1232964425,1034229474,footway
11950,11.5549596363,48.1234690119,1034229474,footway
11951,11.5549365672,48.1234498333,1034229474,footway
11952,11.5547750578,48.1233156145,1034229474,footway
11953,11.5547483307,48.12310886,852037200,service
11954,11.5547747383,48.123094625,852037200,service
11955,11.5547750578,48.1233156145,1034229474,footway
11956,11.5547519831,48.1232964425,1034229474,footway
11957,11.554821207,48.1233539583,1034229474,footway
11958,11.5549134981,48.1234306547,1034229474,footway
11959,11.5549033645,48.1229502064,494429776,service
11960,11.5548294526,48.1234328501,1011314836,path
11961,11.554821207,48.1233539583,1034229474,footway
11962,11.5547981324,48.1233347864,1034229474,footway
11963,11.5546596847,48.1232197549,1034229474,footway
11964,11.5545702047,48.1233618035,1034229472,footway
11965,11.5536116537,48.1232833066,860302047,footway
11966,11.5528842485,48.1236392505,860302047,footway
11967,11.5522012122,48.1239158566,406655683,footway
11968,11.5519998297,48.1240776432,1112880487,residential
11969,11.5517626764,48.1238593778,1177654409,path
11970,11.5510792546,48.1237764111,372625172,service
11971,11.5508023773,48.1238919056,372625172,service
11972,11.5505080605,48.1246102148,406655683,footway
11973,11.5504803039,48.1246215976,406655683,footway
11974,11.5504247905,48.124644363,406655683,footway
11975,11.5503970338,48.1246557457,406655683,footway
